Date,Id,Total electricity consumption,Air Temperature,Radiant Temperature,Operative Temperature,Outside Dry-Bulb Temperature,Glazing,Walls,Ceilings (int),Floors (int),Ground Floors,Partitions (int),Roofs,External Infiltration,External Vent.,General Lighting,Computer + Equip,Occupancy,Solar Gains Interior Windows,Solar Gains Exterior Windows,Zone Sensible Heating,Zone Sensible Cooling,Sensible Cooling,Total Cooling,Mech Vent + Nat Vent + Infiltration
06/01/02,142,0.54,30.61,32.23,31.42,21.84,-2.69,0.78,4.74,2.62,-2.12,0.36,0.79,-6.12,0,0,0.54,0,0,0,0,0,0,0,0.72
06/01/02,143,0.54,30.12,31.85,30.99,20.45,-3.15,1.45,4.7,2.94,-1.81,0.47,0.51,-6.77,0,0,0.54,0,0,0,0,0,0,0,0.72
07/01/02,144,0.54,29.62,31.47,30.54,19.25,-3.56,2.03,4.64,3.24,-1.49,0.56,0.27,-7.29,0,0,0.54,0,0,0,0,0,0,0,0.72
07/01/02,145,0.54,29.17,31.1,30.13,18.36,-3.78,2.48,4.5,3.46,-1.21,0.64,0.01,-7.62,0,0,0.54,0,0,0,0,0,0,0,0.73
07/01/02,146,0.54,28.76,30.72,29.74,17.66,-4.07,2.84,4.34,3.63,-0.93,0.7,-0.2,-7.84,0,0,0.54,0,0,0,0,0,0,0,0.73
07/01/02,147,0.54,28.4,30.36,29.38,17.27,-4.16,3.11,4.14,3.74,-0.68,0.75,-0.4,-7.87,0,0,0.54,0,0,0,0,0,0,0,0.73
07/01/02,148,0.54,28.09,30.02,29.06,17.14,-4.13,3.26,3.88,3.74,-0.47,0.78,-0.59,-7.75,0,0,0.54,0,0,0,0,0,0,0,0.73
07/01/02,149,0.54,27.9,29.73,28.82,17.79,-3.84,3.27,3.53,3.62,-0.34,0.79,-0.78,-7.14,0,0,0.54,0,0,0,0,0,0,0,0.72
07/01/02,150,1.07,24.01,29.08,26.55,18.51,-3.26,5.9,5.56,7.22,1.77,1.23,0.91,-3.88,0,0,0.54,0,0,0,0,-20.47,-2.4,-2.4,3.97
07/01/02,151,0.54,24,28.41,26.21,19.64,-2.54,6.13,5.64,7.56,1.84,1.27,0.77,-3.07,0,0,0.54,0,0,0,0,-18.38,0,0,5.01
07/01/02,152,20.91,24,28.33,26.16,21.33,-1.14,4.15,2.58,3.71,-0.25,0.96,-1.38,-1.87,-0.44,10.21,10.01,1.62,0.03,4.34,0,-31.75,-0.77,-0.77,13.03
07/01/02,153,28.55,24,29,26.5,23.75,2.93,1.89,-0.95,-2.96,-3.75,0.64,-3.18,-0.18,-0.06,10.21,10.01,3.23,0.19,22.7,0,-39.45,-32.81,-32.81,10.07
07/01/02,154,36.09,24,29.74,26.87,26.3,6.26,0.29,-2.63,-5.77,-4.46,0.45,-3.18,1.57,1.82,10.21,10.01,6.47,0.29,30.64,0,-50.42,-62.03,-62.03,6.62
07/01/02,155,40.39,24,30.3,27.15,28.7,8.17,-0.52,-2.59,-5.74,-3.83,0.37,-1.69,3.18,3.74,10.21,10.01,6.47,0.34,30.98,0,-57.59,-81.34,-81.34,6.6
07/01/02,156,43.3,24,30.57,27.28,30.23,8.76,-0.85,-1.9,-3.76,-2.51,0.34,0.02,4.2,6.58,10.21,10.01,6.47,0.34,26.31,0,-62.91,-94.48,-94.48,6.88
07/01/02,157,40.84,24,30.73,27.36,30.85,8.82,-0.94,-1.22,-2.71,-2.13,0.33,1.35,4.62,2.57,10.21,10.01,4.85,0.35,23.94,0,-58.97,-85.07,-85.71,4.92
07/01/02,158,42.62,24,30.82,27.41,30.63,8.4,-1.06,-1.02,-1.79,-1.79,0.3,1.92,4.47,4.17,10.21,10.01,4.85,0.3,22.62,0,-60.82,-86.14,-93.76,5.17
07/01/02,159,44.5,24,30.79,27.39,30.15,7.37,-0.8,-0.47,-0.86,-1.53,0.3,2.31,4.13,5.27,10.21,10.01,6.47,0.23,20.43,0,-62.32,-93.62,-99.87,6.72
07/01/02,160,42.19,24,30.75,27.38,29.38,6.59,-0.49,-0.03,-0.85,-1.87,0.32,2.32,3.6,3.83,10.21,10.01,6.47,0.22,20.64,0,-60.13,-87.44,-89.48,6.6
07/01/02,161,40.51,24,30.65,27.32,28.63,5.77,0.09,0.73,-0.11,-1.53,0.4,2.43,3.1,3.19,10.21,10.01,6.47,0.18,18.23,0,-58.35,-81.79,-81.89,6.59
07/01/02,162,34.66,24,30.22,27.11,27.59,3.96,1.31,2.34,2.5,-0.06,0.56,2.89,2.43,1.35,10.21,10.01,3.23,0.1,10.45,0,-50.69,-59.8,-60.29,3.65
07/01/02,163,31.51,24,29.49,26.75,26.48,1.48,2.87,4.31,5.33,1.41,0.76,3.38,1.69,0.48,10.21,10.01,1.62,0,0,0,-43.14,-46.29,-48.46,2.17
07/01/02,164,10.01,28.23,29.3,28.77,25.16,-0.18,0.87,2.24,1.61,-0.63,0.39,0.75,-2.12,0,0,10.01,0,0,0,0,0,0,0,0.71
07/01/02,165,0.54,28.54,29.33,28.94,23.98,-1.21,0.69,1.34,0.65,-0.72,0.36,-0.03,-3.16,0,0,0.54,0,0,0,0,0,0,0,0.71
07/01/02,166,0.54,28.12,29.16,28.64,22.66,-1.44,1.25,1.58,1.18,-0.42,0.45,-0.07,-3.79,0,0,0.54,0,0,0,0,0,0,0,0.71
07/01/02,167,0.54,27.76,28.97,28.36,21.41,-1.81,1.6,1.71,1.54,-0.22,0.51,-0.14,-4.43,0,0,0.54,0,0,0,0,0,0,0,0.72
08/01/02,168,0.54,27.4,28.76,28.08,20.06,-2.15,1.89,1.84,1.85,-0.02,0.55,-0.18,-5.14,0,0,0.54,0,0,0,0,0,0,0,0.72
08/01/02,169,0.54,27.03,28.52,27.77,18.88,-2.56,2.18,1.98,2.19,0.2,0.6,-0.19,-5.74,0,0,0.54,0,0,0,0,0,0,0,0.72
08/01/02,170,0.54,26.68,28.26,27.47,17.94,-2.95,2.43,2.1,2.49,0.4,0.64,-0.25,-6.17,0,0,0.54,0,0,0,0,0,0,0,0.72
08/01/02,171,0.54,26.4,28.01,27.21,17.6,-3.06,2.59,2.1,2.71,0.55,0.67,-0.41,-6.22,0,0,0.54,0,0,0,0,0,0,0,0.72
08/01/02,172,0.54,26.2,27.78,26.99,17.54,-3.14,2.64,2.01,2.8,0.64,0.68,-0.59,-6.12,0,0,0.54,0,0,0,0,0,0,0,0.72
08/01/02,173,0.54,26.15,27.58,26.86,18.69,-2.85,2.57,1.8,2.74,0.66,0.67,-0.79,-5.26,0,0,0.54,0,0,0,0,0,0,0,0.72
08/01/02,174,0.54,24,27.23,25.61,18.77,-2.49,3.77,2.79,4.31,1.76,0.88,-0.04,-3.68,0,0,0.54,0,0,0,0,-10.19,0,0,2.64
08/01/02,175,0.54,24,26.83,25.41,18.4,-2.5,3.87,2.96,4.49,1.83,0.89,0.06,-3.95,0,0,0.54,0,0,0,0,-8.36,0,0,2.23
08/01/02,176,20.74,24,26.83,25.41,18.52,-1.84,2.25,0.68,2.05,0.45,0.63,-1.59,-3.86,-0.59,10.21,10.01,1.62,0.01,1.7,0,-21.03,0,0,4.71
08/01/02,177,21.26,24,27.25,25.63,20.41,0.68,0.78,-1.56,-1.66,-1.68,0.42,-2.83,-2.52,-1.28,10.21,10.01,3.23,0.11,12.24,0,-25.13,0,0,8.67
08/01/02,178,28.3,24,28.21,26.11,23.5,4.95,-1.31,-4.18,-6.93,-4.46,0.15,-3.85,-0.36,-0.43,10.21,10.01,6.47,0.26,27.33,0,-36.34,-26.94,-26.94,14.37
08/01/02,179,36.68,24,29.06,26.53,27.39,8.03,-2.35,-4.52,-7.92,-4.32,0.04,-2.54,2.3,2.77,10.21,10.01,6.47,0.33,30.62,0,-47.53,-64.68,-64.68,6.63
08/01/02,180,41.81,24,29.61,26.8,30.44,9.36,-2.7,-3.59,-6.65,-3.33,0.03,-0.27,4.34,5.06,10.21,10.01,6.47,0.37,27.35,0,-55.14,-87.77,-87.77,6.6
08/01/02,181,41.29,24,29.94,26.97,32.24,9.77,-2.72,-2.47,-5.24,-2.75,0.04,1.61,5.53,4.41,10.21,10.01,4.85,0.37,24.13,0,-56.39,-87.76,-87.76,5.06
08/01/02,182,42.74,24,30.26,27.13,32.3,10.16,-3.06,-2.41,-4.63,-2.72,-0.01,2.12,5.53,3.95,10.21,10.01,4.85,0.34,24.61,0,-57.85,-89.53,-94.28,5.04
08/01/02,183,46.53,24,30.28,27.14,31.5,8.44,-2.62,-1.5,-2.31,-1.62,0.02,2.74,4.99,7.11,10.21,10.01,6.47,0.23,20.03,0,-61.47,-99.68,-109,6.83
08/01/02,184,42.95,24,30.01,27.01,29.95,5.86,-1.42,0.33,-0.06,-0.83,0.16,3.47,3.98,4.68,10.21,10.01,6.47,0.15,13.8,0,-56.14,-86.46,-92.89,6.68
08/01/02,185,39.53,24,29.59,26.8,28.58,3.91,-0.2,1.87,1.88,-0.2,0.3,3.53,3.07,3.92,10.21,10.01,6.47,0.08,7.52,0,-51.7,-75,-77.5,6.75
08/01/02,186,35.67,24,29.32,26.66,27.14,3.13,0.36,1.97,2.04,-0.44,0.37,2.58,2.13,0.98,10.21,10.01,3.23,0.08,7.84,0,-43.86,-51.91,-64.84,3.59
08/01/02,187,31.91,24,28.78,26.39,26.19,1.35,1.75,3.45,4.14,0.84,0.56,2.84,1.49,0.5,10.21,10.01,1.62,0,0,0,-38.28,-41.12,-50.27,2.21
08/01/02,188,10.01,28.5,28.66,28.58,25.38,0.09,0.08,1.65,1.01,-0.85,0.25,0.48,-2.16,0,0,10.01,0,0,0,0,0,0,0,0.71
08/01/02,189,0.54,28.49,28.74,28.61,24.94,-0.61,-0.01,0.9,0.15,-0.91,0.23,-0.05,-2.45,0,0,0.54,0,0,0,0,0,0,0,0.71
08/01/02,190,0.54,27.86,28.59,28.23,24.09,-0.93,0.59,1.28,0.7,-0.6,0.33,0.06,-2.62,0,0,0.54,0,0,0,0,0,0,0,0.71
08/01/02,191,0.54,27.53,28.43,27.98,22.98,-1.37,0.93,1.44,1.05,-0.42,0.39,0,-3.17,0,0,0.54,0,0,0,0,0,0,0,0.71
09/01/02,192,0.54,27.13,28.24,27.69,21.16,-1.82,1.27,1.62,1.41,-0.22,0.44,-0.05,-4.17,0,0,0.54,0,0,0,0,0,0,0,0.71
09/01/02,193,0.54,26.7,28.02,27.36,19.67,-2.17,1.65,1.85,1.86,0.03,0.5,-0.07,-4.93,0,0,0.54,0,0,0,0,0,0,0,0.72
09/01/02,194,0.54,26.36,27.79,27.07,18.61,-2.43,1.91,1.95,2.16,0.2,0.55,-0.18,-5.46,0,0,0.54,0,0,0,0,0,0,0,0.72
09/01/02,195,0.54,26.13,27.56,26.85,18.64,-2.58,2.09,1.96,2.36,0.33,0.58,-0.31,-5.28,0,0,0.54,0,0,0,0,0,0,0,0.72
09/01/02,196,0.54,26.02,27.37,26.7,18.9,-2.57,2.09,1.8,2.34,0.35,0.58,-0.5,-5.01,0,0,0.54,0,0,0,0,0,0,0,0.72
09/01/02,197,0.54,25.91,27.2,26.55,19.21,-2.49,2.08,1.65,2.3,0.41,0.58,-0.59,-4.71,0,0,0.54,0,0,0,0,0,0,0,0.72
09/01/02,198,0.54,24,26.88,25.44,19.52,-2.17,3.17,2.54,3.74,1.36,0.76,0.04,-3.14,0,0,0.54,0,0,0,0,-8.92,0,0,2.67
09/01/02,199,0.54,24,26.54,25.27,20.23,-1.87,3.26,2.61,3.89,1.4,0.78,-0.03,-2.65,0,0,0.54,0,0,0,0,-8.04,0,0,2.88
09/01/02,200,20.75,24,26.65,25.33,21.73,-0.62,1.5,0.1,0.99,-0.38,0.5,-1.88,-1.59,0,10.21,10.01,1.62,0.03,3.17,0,-22.83,-0.06,-0.06,11.46
09/01/02,201,26.96,24,27.34,25.67,24.02,2.67,-0.3,-2.61,-4.03,-3.26,0.25,-3.29,0.01,0.1,10.21,10.01,3.23,0.15,17.65,0,-29.58,-25.67,-25.67,9.98
09/01/02,202,34.5,24,28.33,26.16,26.56,6.51,-2.11,-4.61,-8.25,-5.23,0.02,-3.69,1.74,2.19,10.21,10.01,6.47,0.28,29.92,0,-41.86,-54.86,-54.86,6.68
09/01/02,203,38.92,24,29.08,26.54,28.81,8.66,-2.9,-4.53,-7.99,-4.42,-0.05,-2.13,3.26,4.49,10.21,10.01,6.47,0.33,30.44,0,-50.3,-74.76,-74.76,6.75
09/01/02,204,43.52,24,29.53,26.76,30.23,9.17,-3.17,-3.65,-5.82,-3.02,-0.07,-0.08,4.2,6.25,10.21,10.01,6.47,0.33,25.82,0,-55.42,-87.15,-95.44,6.84
09/01/02,205,43.9,24,29.71,26.86,30.66,8.3,-3.03,-2.62,-3.57,-2.05,-0.06,1.58,4.49,4.01,10.21,10.01,4.85,0.29,21.33,0,-53.05,-78.63,-99.48,5.15
09/01/02,206,45.64,24,29.91,26.96,30.26,7.91,-2.9,-2.01,-3.43,-2.54,-0.06,2.29,4.23,4.5,10.21,10.01,4.85,0.28,21.87,0,-54.44,-78.6,-107.32,5.28
09/01/02,207,48.2,24,29.95,26.97,29.44,6.83,-2.45,-1.23,-2.19,-2.13,-0.02,2.63,3.68,4.63,10.21,10.01,6.47,0.22,19.39,0,-55.31,-83.3,-116.48,6.69
09/01/02,208,46.14,24,29.93,26.97,28.48,5.88,-1.89,-0.52,-1.6,-2.21,0.04,2.57,3.04,4.08,10.21,10.01,6.47,0.2,18.57,0,-54.05,-77.08,-107.21,6.75
09/01/02,209,42.34,24,29.75,26.88,27.54,4.62,-0.97,0.62,-0.07,-1.55,0.16,2.67,2.41,2,10.21,10.01,6.47,0.14,14.22,0,-50.2,-68.38,-90.13,6.4
09/01/02,210,37.74,24,29.4,26.7,26.58,3.16,0.19,1.94,1.82,-0.68,0.32,2.74,1.76,0.99,10.21,10.01,3.23,0.08,8.85,0,-44.02,-50.71,-74.14,3.65
09/01/02,211,32.97,24,28.79,26.39,25.58,1.14,1.71,3.7,4.26,0.6,0.52,3.05,1.07,0.31,10.21,10.01,1.62,0,0,0,-37.72,-39.81,-55.03,2.18
09/01/02,212,10.01,27.74,28.62,28.18,24.45,-0.05,0.3,2.14,1.29,-0.94,0.25,0.81,-2.28,0,0,10.01,0,0,0,0,0,0,0,0.71
09/01/02,213,0.54,27.88,28.61,28.24,23.38,-1.02,0.29,1.51,0.58,-0.96,0.25,0.19,-3.13,0,0,0.54,0,0,0,0,0,0,0,0.71
09/01/02,214,0.54,27.41,28.41,27.91,22.31,-1.49,0.92,1.85,1.17,-0.64,0.35,0.2,-3.55,0,0,0.54,0,0,0,0,0,0,0,0.71
09/01/02,215,0.54,27.1,28.21,27.65,21.46,-1.9,1.28,1.94,1.49,-0.46,0.41,0.03,-3.94,0,0,0.54,0,0,0,0,0,0,0,0.71
10/01/02,216,0.54,26.83,28,27.42,20.83,-2.14,1.56,1.97,1.76,-0.32,0.46,-0.18,-4.21,0,0,0.54,0,0,0,0,0,0,0,0.71
10/01/02,217,0.54,26.61,27.81,27.21,20.41,-2.11,1.75,1.91,1.93,-0.21,0.49,-0.41,-4.34,0,0,0.54,0,0,0,0,0,0,0,0.71
10/01/02,218,0.54,26.42,27.63,27.03,20.11,-2.08,1.86,1.82,2.01,-0.12,0.52,-0.56,-4.43,0,0,0.54,0,0,0,0,0,0,0,0.71
10/01/02,219,0.54,26.23,27.44,26.83,19.88,-2.34,1.96,1.78,2.1,0,0.54,-0.6,-4.46,0,0,0.54,0,0,0,0,0,0,0,0.72
10/01/02,220,0.54,26.03,27.25,26.64,19.61,-2.44,2.04,1.73,2.18,0.11,0.55,-0.65,-4.51,0,0,0.54,0,0,0,0,0,0,0,0.72
10/01/02,221,0.54,25.87,27.08,26.48,19.56,-2.29,2.05,1.62,2.19,0.19,0.55,-0.74,-4.43,0,0,0.54,0,0,0,0,0,0,0,0.72
10/01/02,222,0.54,23.99,26.76,25.38,19.29,-2.07,3.12,2.5,3.63,1.12,0.74,-0.09,-3.31,0,0,0.54,0,0,0,0,-8.16,0,0,2.42
10/01/02,223,0.54,24,26.42,25.21,19.73,-2.06,3.22,2.61,3.79,1.18,0.75,-0.08,-3.01,0,0,0.54,0,0,0,0,-7.08,0,0,2.39
10/01/02,224,20.74,24,26.45,25.22,21.04,-1.35,1.73,0.48,1.68,-0.01,0.51,-1.66,-2.08,0,10.21,10.01,1.62,0.01,0.87,0,-21.3,0,0,8.17
10/01/02,225,26.07,24,26.81,25.4,23.66,1.16,0.53,-1.37,-1.32,-1.78,0.34,-2.67,-0.24,0.11,10.21,10.01,3.23,0.08,9,0,-26.27,-18.06,-21.66,9.82
10/01/02,226,34.26,24,27.89,25.95,26.84,6.08,-1.84,-4.52,-7.68,-5.34,0.02,-4.03,1.93,2.19,10.21,10.01,6.47,0.26,27.16,0,-39.31,-53.76,-53.76,6.6
10/01/02,227,40.84,24,28.82,26.41,29.88,9.04,-2.89,-4.89,-8.94,-5.22,-0.08,-2.58,3.97,5.07,10.21,10.01,6.47,0.34,31.18,0,-50.04,-79.95,-83.4,6.71
10/01/02,228,45.95,24,29.38,26.69,31.5,9.91,-3.27,-4.02,-7.04,-3.76,-0.1,-0.28,5.04,6.27,10.21,10.01,6.47,0.36,27.1,0,-55.48,-93.74,-106.38,6.66
10/01/02,229,46.1,24,29.67,26.84,31.74,9.32,-3.27,-2.97,-4.99,-2.81,-0.09,1.58,5.2,5.96,10.21,10.01,4.85,0.34,23.28,0,-55.63,-85.36,-109.37,5.33
10/01/02,230,46.45,24,29.79,26.9,30.64,8.02,-3.06,-2.16,-3.25,-2.24,-0.09,2.45,4.48,2.89,10.21,10.01,4.85,0.26,20.56,0,-52.27,-77.92,-110.97,4.98
10/01/02,231,48.87,24,29.76,26.88,29.25,6.33,-2.45,-1.11,-2.01,-2.09,-0.03,2.77,3.56,4.14,10.21,10.01,6.47,0.21,18.08,0,-53.39,-80.48,-119.54,6.62
10/01/02,232,47.01,24,29.6,26.8,27.92,4.78,-1.52,0.13,-0.51,-1.62,0.08,2.88,2.67,2.84,10.21,10.01,6.47,0.15,14.31,0,-50.2,-70.53,-111.16,6.56
10/01/02,233,43.91,24,29.23,26.61,27.15,3.29,-0.29,1.67,1.47,-0.85,0.23,2.98,2.15,2.63,10.21,10.01,6.47,0.08,7.75,0,-47.11,-63.4,-97.18,6.68
10/01/02,234,38.06,24,29.06,26.53,26.5,3.03,0.07,1.53,1.22,-1.29,0.28,1.98,1.7,1.01,10.21,10.01,3.23,0.09,9.42,0,-41.82,-48.33,-75.59,3.7
10/01/02,235,32.34,24,28.52,26.26,26.08,1.19,1.58,3.31,3.83,0.37,0.49,2.59,1.42,0.43,10.21,10.01,1.62,0,0,0,-36.57,-39.27,-52.2,2.19
10/01/02,236,10.01,27.73,28.38,28.06,25.5,0.14,0.23,1.89,1.06,-1.06,0.23,0.61,-1.54,0,0,10.01,0,0,0,0,0,0,0,0.71
10/01/02,237,0.54,28.03,28.43,28.23,25.01,-0.58,0.08,1.19,0.24,-1.17,0.21,-0.01,-2.08,0,0,0.54,0,0,0,0,0,0,0,0.71
10/01/02,238,0.54,27.61,28.28,27.95,24.27,-0.95,0.6,1.47,0.68,-0.91,0.3,0.05,-2.31,0,0,0.54,0,0,0,0,0,0,0,0.71
10/01/02,239,0.54,27.34,28.13,27.73,23.46,-1.26,0.9,1.56,0.96,-0.76,0.35,-0.08,-2.69,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,240,0.54,27.04,27.95,27.49,22.33,-1.74,1.19,1.67,1.26,-0.59,0.39,-0.18,-3.28,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,241,0.54,26.71,27.76,27.24,21.36,-1.82,1.46,1.76,1.57,-0.43,0.44,-0.31,-3.74,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,242,0.54,26.46,27.59,27.02,20.54,-1.84,1.63,1.75,1.74,-0.31,0.47,-0.43,-4.15,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,243,0.54,26.22,27.39,26.81,20.2,-2.13,1.8,1.79,1.91,-0.16,0.5,-0.44,-4.23,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,244,0.54,26.03,27.22,26.62,19.83,-2.19,1.88,1.74,1.97,-0.07,0.51,-0.51,-4.36,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,245,0.54,25.95,27.06,26.5,20.48,-2.04,1.89,1.62,1.96,-0.01,0.52,-0.61,-3.84,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,246,0.54,24.01,26.75,25.38,20.25,-1.93,2.97,2.5,3.41,0.91,0.7,0.11,-2.64,0,0,0.54,0,0,0,0,-8.64,0,0,2.96
11/01/02,247,0.54,24,26.41,25.21,20.05,-1.93,3.11,2.63,3.63,0.99,0.72,0.16,-2.77,0,0,0.54,0,0,0,0,-7.2,0,0,2.56
11/01/02,248,20.74,24,26.46,25.23,20.95,-1.24,1.59,0.43,1.37,-0.31,0.47,-1.49,-2.14,0,10.21,10.01,1.62,0.01,1.4,0,-21.22,0,0,7.86
11/01/02,249,25.22,24,26.87,25.44,23.46,1.32,0.3,-1.57,-1.88,-2.22,0.29,-2.61,-0.38,0.06,10.21,10.01,3.23,0.1,10.57,0,-26.39,-16.69,-17.8,12.67
11/01/02,250,33.89,24,27.9,25.95,26.58,5.92,-1.88,-4.42,-7.57,-5.36,0,-3.81,1.75,2.11,10.21,10.01,6.47,0.26,26.92,0,-39.04,-52.13,-52.13,6.66
11/01/02,251,39.64,24,28.81,26.4,29.51,8.84,-2.93,-4.85,-8.63,-5.16,-0.1,-2.51,3.73,4.72,10.21,10.01,6.47,0.33,30.7,0,-49.24,-77.28,-77.98,6.69
11/01/02,252,44.69,24,29.29,26.64,30.98,9.29,-3.18,-3.88,-6.29,-3.5,-0.11,-0.23,4.7,5.91,10.21,10.01,6.47,0.33,25.52,0,-54,-89.58,-100.7,6.68
11/01/02,253,44.58,24,29.58,26.79,31.08,8.86,-3.14,-2.84,-4.79,-2.95,-0.1,1.54,4.77,3.64,10.21,10.01,4.85,0.33,22.71,0,-52.15,-79.35,-102.57,5.06
11/01/02,254,45.02,24,29.67,26.84,30,7.42,-2.89,-1.98,-3.03,-2.29,-0.08,2.47,4.03,3.44,10.21,10.01,4.85,0.25,19.74,0,-51.52,-74.69,-104.54,5.14
11/01/02,255,45.18,24,29.69,26.85,28.96,6.16,-2.45,-1.2,-2.26,-2.4,-0.05,2.67,3.33,3.84,10.21,10.01,6.47,0.21,18.57,0,-52.39,-77.88,-102.92,6.67
11/01/02,256,43.31,24,29.66,26.83,28.14,5.39,-1.83,-0.42,-1.47,-2.34,0.02,2.6,2.78,4.23,10.21,10.01,6.47,0.18,17.03,0,-52.07,-73.3,-94.48,6.95
11/01/02,257,40.71,24,29.58,26.79,27.8,4.68,-1.15,0.36,-0.66,-2.13,0.11,2.5,2.57,2.88,10.21,10.01,6.47,0.15,14.85,0,-50.07,-69.51,-82.82,6.65
11/01/02,258,37.09,24,29.23,26.62,27.17,3.2,0.1,1.87,1.6,-0.92,0.28,2.82,2.16,0.67,10.21,10.01,3.23,0.08,8.28,0,-43,-51.2,-71.24,3.47
11/01/02,259,32.47,24,28.64,26.32,26.17,1.15,1.56,3.59,3.91,0.23,0.47,3.1,1.48,0.44,10.21,10.01,1.62,0,0,0,-37.3,-40.14,-52.79,2.18
11/01/02,260,10.01,27.66,28.44,28.05,24.55,-0.38,0.29,2.21,1.18,-1.13,0.22,0.91,-2.15,0,0,10.01,0,0,0,0,0,0,0,0.71
11/01/02,261,0.54,27.66,28.42,28.04,22.92,-1.17,0.38,1.69,0.6,-1.12,0.24,0.23,-3.29,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,262,0.54,27.12,28.19,27.66,21.4,-1.61,1.06,2.05,1.25,-0.78,0.35,0.22,-4,0,0,0.54,0,0,0,0,0,0,0,0.71
11/01/02,263,0.54,26.77,27.99,27.38,20.55,-1.78,1.46,2.16,1.6,-0.59,0.41,0.06,-4.36,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,264,0.54,26.55,27.79,27.17,20.15,-1.98,1.68,2.11,1.76,-0.47,0.45,-0.13,-4.49,0,0,0.54,0,0,0,0,0,0,0,0.72
12/01/02,265,0.54,26.41,27.6,27.01,20.5,-2.07,1.83,2.03,1.85,-0.38,0.48,-0.31,-4.14,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,266,0.54,26.38,27.45,26.91,21.05,-1.97,1.82,1.8,1.77,-0.37,0.48,-0.54,-3.73,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,267,0.54,26.36,27.32,26.84,21.7,-1.82,1.78,1.59,1.68,-0.35,0.48,-0.69,-3.25,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,268,0.54,26.29,27.2,26.75,21.69,-1.76,1.71,1.4,1.57,-0.32,0.47,-0.76,-3.22,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,269,0.54,25.91,27.03,26.47,19.69,-2.23,1.85,1.5,1.75,-0.1,0.5,-0.58,-4.37,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,270,0.54,25.46,26.79,26.12,18.41,-2.75,2.16,1.8,2.17,0.22,0.55,-0.35,-4.97,0,0,0.54,0,0,0,0,0,0,0,0.72
12/01/02,271,0.54,25.31,26.58,25.95,18.74,-2.77,2.19,1.79,2.25,0.29,0.55,-0.45,-4.63,0,0,0.54,0,0,0,0,0,0,0,0.72
12/01/02,272,0.54,25.29,26.51,25.9,19.19,-2.07,1.8,1.14,1.39,-0.34,0.5,-1,-4.29,0,0,0.54,0,0.02,2.45,0,0,0,0,0.71
12/01/02,273,0.54,25.73,26.96,26.35,20.8,0.26,0.11,-1.33,-2.38,-2.84,0.25,-2.55,-3.45,0,0,0.54,0,0.12,13.07,0,0,0,0,0.71
12/01/02,274,0.54,26.8,27.83,27.32,23.01,2.88,-2.15,-4.1,-6.63,-5.4,-0.07,-3.69,-2.64,0,0,0.54,0,0.23,23.62,0,0,0,0,0.71
12/01/02,275,0.54,28.26,28.99,28.63,25.67,5.6,-4.26,-6.1,-10.2,-7.25,-0.36,-3.69,-1.79,0,0,0.54,0,0.33,30.34,0,0,0,0,0.71
12/01/02,276,0.54,29.27,29.78,29.53,27.42,5.87,-5.24,-6.05,-9.06,-5.85,-0.48,-2.34,-1.27,0,0,0.54,0,0.33,25.55,0,0,0,0,0.7
12/01/02,277,0.54,30.1,30.48,30.29,28.49,6.15,-5.93,-5.45,-9.16,-6,-0.57,-1.21,-1.11,0,0,0.54,0,0.36,24.18,0,0,0,0,0.7
12/01/02,278,0.54,30.71,31.12,30.92,28.46,6.06,-6.58,-5.23,-8.92,-5.96,-0.68,-0.69,-1.53,0,0,0.54,0,0.32,23.84,0,0,0,0,0.71
12/01/02,279,0.54,31.06,31.56,31.31,28.2,4.78,-6.5,-4.21,-7.9,-5.48,-0.69,0.03,-1.94,0,0,0.54,0,0.25,21.53,0,0,0,0,0.71
12/01/02,280,0.54,30.95,31.48,31.22,27.45,2.43,-4.91,-1.33,-4.53,-3.66,-0.49,1.51,-2.38,0,0,0.54,0,0.13,11.96,0,0,0,0,0.71
12/01/02,281,0.54,30.69,31.44,31.07,26.75,1.62,-4.12,-0.16,-3.56,-3.82,-0.4,1.3,-2.68,0,0,0.54,0,0.11,10.77,0,0,0,0,0.71
12/01/02,282,0.54,30.4,31.25,30.82,25.6,0.26,-2.98,1.31,-1.71,-3.02,-0.24,1.5,-3.3,0,0,0.54,0,0.06,6.59,0,0,0,0,0.71
12/01/02,283,0.54,29.84,30.81,30.32,24.81,-1.11,-1.35,3.3,0.83,-1.77,0,1.96,-3.47,0,0,0.54,0,0,0.19,0,0,0,0,0.71
